timestamp,switch_count,avg_lat,min_lat,max_lat,p95_lat,p99_lat,stddev_lat,over20,over50,over100,avg_prio,highest_prio,label
1777484208,42,25.84,7.75,53.58,46.50,53.58,11.00,27,1,0,1421.0,140,3
1777484209,42,26.06,13.25,49.62,45.83,49.62,10.01,25,0,0,1421.2,140,3
1777484210,43,108.96,9.21,2916.32,49.75,2916.32,443.93,27,2,2,1422.0,140,3
1777484211,42,30.50,7.17,109.21,54.21,109.21,17.10,33,3,1,1422.0,140,3
1777484212,43,32.01,10.21,64.25,52.37,64.25,12.47,36,4,0,1422.0,140,3
1777484213,42,33.40,9.71,202.37,88.08,202.37,31.68,30,3,1,1422.0,140,3
1777484214,42,32.93,12.37,197.20,49.33,197.20,30.13,33,2,2,1422.9,140,3
1777484215,42,29.53,13.17,63.33,47.33,63.33,12.18,30,2,0,1423.0,140,3
1777484216,42,40.38,10.00,599.78,51.96,599.78,88.09,26,3,1,1423.0,140,3
1777484217,42,31.46,12.96,87.21,68.87,87.21,17.53,29,5,0,1423.0,140,3
1777484218,41,29.93,6.71,97.79,50.12,97.79,16.50,29,3,0,1423.6,140,3
1777484219,43,31.49,6.67,197.66,47.46,197.66,27.52,31,1,1,1424.0,140,3
1777484220,42,33.44,11.29,125.29,66.08,125.29,20.18,34,3,1,1424.0,140,3
1777484221,42,25.58,8.33,57.12,46.71,57.12,10.95,29,2,0,1424.0,140,3
1777484222,42,30.63,9.17,121.21,54.33,121.21,18.58,30,3,1,1424.3,140,3
1777484223,42,28.93,8.71,183.58,46.12,183.58,26.09,26,1,1,1425.0,140,3
1777484224,43,29.88,8.12,152.04,52.25,152.04,22.23,32,3,1,1425.0,140,3
1777484225,43,26.18,7.25,61.00,42.12,61.00,10.78,28,1,0,1425.0,140,3
1777484226,42,30.93,13.08,78.08,49.08,78.08,12.23,35,2,0,1425.0,140,3
1777484227,43,28.05,8.04,67.00,48.37,67.00,12.99,30,1,0,1426.0,140,3
1777484228,42,29.73,11.58,115.58,45.46,115.58,16.68,31,1,1,1426.0,140,3
1777484229,43,25.99,7.21,108.58,55.58,108.58,20.23,21,3,2,1426.0,140,3
1777484230,43,33.20,7.96,121.83,60.50,121.83,19.69,30,6,1,1426.0,140,3
1777484231,43,28.78,9.29,134.79,78.67,134.79,21.81,28,3,1,1426.7,140,3
1777484232,42,36.02,7.29,140.12,81.71,140.12,24.14,32,7,1,1427.0,140,3
1777484233,42,29.32,7.88,105.71,63.25,105.71,19.26,27,3,1,1427.0,140,3
1777484234,41,30.03,8.21,165.12,43.92,165.12,23.38,31,1,1,1427.0,140,3
1777484235,43,26.48,12.54,60.41,45.42,60.41,11.23,29,2,0,1427.4,140,3
1777484236,42,33.33,6.08,169.50,76.79,169.50,27.15,31,4,1,1428.0,140,3
1777484237,43,32.62,12.83,134.33,58.21,134.33,21.01,33,6,1,1428.0,140,3
1777484238,41,29.27,6.46,138.16,53.33,138.16,22.70,24,3,1,1428.0,140,3
1777484239,41,26.75,10.21,119.46,49.12,119.46,18.35,22,2,1,1428.1,140,3
1777484240,45,27.31,6.46,70.96,45.50,70.96,12.05,32,1,0,1429.0,140,3
1777484241,42,26.87,8.58,103.33,40.17,103.33,15.05,29,2,1,1429.0,140,3
1777484242,42,29.33,9.29,56.00,47.50,56.00,11.03,35,2,0,1429.0,140,3
1777484243,43,28.80,10.83,84.08,48.96,84.08,13.79,27,1,0,1429.0,140,3
1777484244,42,27.47,9.79,72.79,61.41,72.79,13.15,30,3,0,1429.9,140,3
1777484245,42,27.85,8.75,81.50,48.75,81.50,14.49,25,2,0,1430.0,140,3
1777484246,42,30.36,7.00,144.83,51.37,144.83,23.03,26,5,1,1430.0,140,3
1777484247,41,29.48,7.46,54.71,48.96,54.71,12.06,32,1,0,1430.0,140,3
1777484248,43,26.57,7.33,59.21,48.79,59.21,10.76,32,1,0,1430.6,140,3
1777484249,42,28.76,8.29,81.54,53.75,81.54,14.52,29,3,0,1431.0,140,3
1777484250,43,31.85,9.46,131.33,57.92,131.33,21.22,32,4,1,1431.0,140,3
1777484251,43,25.71,10.79,87.08,42.21,87.08,12.78,27,2,0,1431.0,140,3
1777484252,42,32.72,6.79,87.83,69.33,87.83,16.94,34,5,0,1431.2,140,3
1777484253,42,25.53,11.00,51.33,42.58,51.33,8.94,29,1,0,1432.0,140,3
1777484254,42,29.06,11.38,85.46,52.50,85.46,13.41,32,3,0,1432.0,140,3
1777484255,42,30.14,15.17,51.54,48.42,51.54,10.96,29,1,0,1432.0,140,3
1777484256,42,26.33,10.62,70.46,47.46,70.46,11.93,28,1,0,1432.0,140,3
1777484257,42,31.68,8.00,90.58,68.08,90.58,18.75,30,5,0,1433.0,140,3
1777484258,42,25.78,8.62,51.25,43.29,51.25,9.30,31,1,0,1433.0,140,3
1777484259,42,26.41,7.62,51.25,43.96,51.25,10.78,27,1,0,1433.0,140,3
1777484260,44,27.78,13.25,54.00,49.04,54.00,9.89,33,2,0,1433.0,140,3
1777484261,43,26.92,6.42,50.37,48.50,50.37,10.54,31,1,0,1433.7,140,3
1777484262,41,32.32,7.50,140.66,54.96,140.66,22.29,32,5,1,1434.0,140,3
1777484263,43,28.31,7.71,133.71,51.75,133.71,19.40,27,3,1,1434.0,140,3
1777484264,44,28.06,10.33,63.96,49.42,63.96,11.28,33,2,0,1434.0,140,3
1777484265,42,28.50,12.62,50.96,47.50,50.96,10.89,32,1,0,1434.4,140,3
1777484266,43,26.77,7.33,132.41,43.83,132.41,18.38,27,2,1,1435.0,140,3
1777484267,43,24.83,9.46,52.96,40.08,52.96,9.16,26,1,0,1435.0,140,3
1777484268,42,29.88,7.46,160.66,52.71,160.66,23.38,28,4,1,1435.0,140,3
1777484269,42,27.73,7.92,62.37,50.33,62.37,11.71,29,3,0,1435.1,140,3
1777484270,42,30.71,7.75,105.79,52.08,105.79,16.20,31,4,1,1436.0,140,3
1777484271,43,31.82,10.33,324.12,44.54,324.12,46.53,26,2,1,1436.0,140,3
1777484272,42,35.97,7.71,264.79,70.58,264.79,38.47,31,4,1,1436.0,140,3
1777484273,42,26.60,9.38,50.50,47.58,50.50,9.97,30,1,0,1436.0,140,3
1777484274,42,30.00,9.83,91.92,56.33,91.92,17.40,31,3,0,1436.8,140,3
1777484275,42,28.75,8.12,91.50,50.92,91.50,16.13,29,3,0,1437.0,140,3
1777484276,43,26.92,10.38,50.75,48.83,50.75,9.22,33,1,0,1437.0,140,3
1777484277,42,35.46,11.08,319.04,53.71,319.04,46.30,31,4,1,1437.0,140,3
1777484278,43,30.80,10.79,109.50,47.79,109.50,15.88,35,2,1,1437.5,140,3
1777484279,42,27.31,9.75,48.92,47.92,48.92,10.86,28,0,0,1438.0,140,3
1777484280,42,33.18,11.12,107.25,51.08,107.25,18.55,32,3,1,1438.0,140,3
1777484281,41,29.69,8.12,111.75,73.42,111.75,21.31,24,4,2,1438.0,140,3
1777484282,42,28.34,8.75,57.25,54.08,57.25,13.74,26,3,0,1438.2,140,3
1777484283,42,25.16,7.67,51.04,49.54,51.04,11.10,28,2,0,1439.0,140,3
1777484284,42,27.18,8.38,55.37,51.83,55.37,11.28,32,3,0,1439.0,140,3
1777484285,42,35.94,11.17,180.00,91.25,180.00,30.43,34,5,2,1439.0,140,3
1777484286,42,27.16,8.29,50.25,42.37,50.25,9.94,29,1,0,1439.0,140,3
1777484287,42,33.14,9.33,169.83,66.17,169.83,27.04,30,4,2,1439.9,140,3
1777484288,42,30.44,7.50,117.79,52.79,117.79,18.56,30,3,1,1440.0,140,3
1777484289,42,30.96,9.50,171.66,47.54,171.66,24.93,30,2,1,1440.0,140,3
1777484290,42,40.69,11.88,192.00,90.62,192.00,34.82,35,5,2,1440.0,140,3
1777484291,43,28.95,8.17,88.33,55.04,88.33,15.09,28,4,0,1440.6,140,3
1777484292,42,31.88,12.96,149.62,50.37,149.62,21.92,31,3,1,1441.0,140,3
1777484293,42,27.44,7.67,100.25,50.96,100.25,16.00,27,3,1,1441.0,140,3
1777484294,43,30.20,9.71,151.91,51.67,151.91,22.08,29,4,1,1441.0,140,3
1777484295,43,26.17,10.38,49.79,49.29,49.79,9.64,31,0,0,1441.3,140,3
1777484296,43,22.83,11.71,62.04,29.54,62.04,7.96,24,1,0,1442.0,140,3
1777484297,43,25.49,7.71,66.08,42.50,66.08,10.99,29,2,0,1442.0,140,3
1777484298,42,28.46,10.46,50.46,42.62,50.46,9.66,32,1,0,1442.0,140,3
1777484299,42,25.19,10.12,48.96,37.29,48.96,8.36,28,0,0,1442.0,140,3
1777484300,43,37.31,8.79,195.21,54.66,195.21,34.92,33,4,2,1443.0,140,3
1777484301,43,30.09,8.25,180.58,47.92,180.58,25.41,29,2,1,1443.0,140,3
1777484302,42,29.63,13.12,57.42,46.25,57.42,10.70,32,2,0,1443.0,140,3
1777484303,42,29.00,6.79,78.62,53.04,78.62,13.65,33,4,0,1443.0,140,3
1777484304,42,26.31,9.25,67.62,51.42,67.62,11.44,28,3,0,1443.7,140,3
1777484305,42,31.78,11.25,180.91,47.16,180.91,25.48,31,2,1,1444.0,140,3
1777484306,43,23.81,7.00,56.79,37.38,56.79,9.78,25,2,0,1444.0,140,3
1777484307,43,29.11,6.62,80.58,49.12,80.58,12.43,34,1,0,1444.0,140,3
1777484308,42,33.37,8.46,145.04,53.87,145.04,21.15,35,3,1,1444.4,140,3
1777484309,43,36.04,8.42,521.28,51.62,521.28,76.10,25,3,1,1445.0,140,3
1777484310,43,29.82,13.25,52.21,50.92,52.21,11.36,31,3,0,1445.0,140,3
1777484311,42,28.88,7.83,82.54,48.42,82.54,14.14,31,2,0,1445.0,140,3
1777484312,41,30.66,9.50,95.91,67.50,95.91,18.85,28,5,0,1445.1,140,3
1777484313,42,30.80,11.79,90.71,53.29,90.71,14.43,32,5,0,1446.0,140,3
1777484314,43,27.19,6.75,48.21,46.71,48.21,9.58,33,0,0,1446.0,140,3
1777484315,42,29.49,7.46,62.04,50.12,62.04,13.02,29,3,0,1446.0,140,3
1777484316,41,26.72,8.29,60.37,48.12,60.37,11.84,29,1,0,1446.0,140,3
1777484317,44,38.15,6.79,472.62,60.83,472.62,67.84,28,3,1,1446.8,140,3
1777484318,43,29.77,8.29,83.67,49.96,83.67,14.72,32,2,0,1447.0,140,3
1777484319,43,27.53,14.33,83.29,54.75,83.29,13.65,30,4,0,1447.0,140,3
1777484320,42,30.51,7.50,78.04,48.54,78.04,13.64,31,2,0,1447.0,140,3
1777484321,43,27.71,10.96,70.17,52.08,70.17,13.87,26,4,0,1447.5,140,3
1777484322,42,30.11,9.79,164.21,48.29,164.21,23.41,28,1,1,1448.0,140,3
1777484323,42,26.92,14.46,56.79,41.33,56.79,9.08,29,1,0,1448.0,140,3
1777484324,42,28.37,11.58,53.50,50.37,53.50,11.62,29,4,0,1448.0,140,3
1777484325,42,28.15,8.21,51.83,50.91,51.83,12.38,28,4,0,1448.2,140,3
1777484326,41,27.63,14.96,84.12,46.38,84.12,12.43,30,2,0,1449.0,140,3
1777484327,42,28.78,11.21,57.37,48.21,57.37,10.97,33,2,0,1449.0,140,3
1777484328,42,29.21,8.21,69.46,51.04,69.46,13.57,31,3,0,1449.0,140,3
1777484329,41,27.43,11.71,82.79,52.67,82.79,14.75,27,3,0,1449.0,140,3
1777484330,42,28.77,11.33,75.00,47.75,75.00,12.25,33,1,0,1449.9,140,3
1777484331,42,29.23,11.12,85.54,49.67,85.54,13.89,28,2,0,1450.0,140,3
1777484332,39,36.05,10.12,164.37,100.04,164.37,27.87,31,6,2,1450.0,140,3
1777484333,38,28.75,9.58,71.71,54.50,71.71,13.80,26,3,0,1450.0,140,3
1777484334,37,33.95,12.21,156.25,52.17,156.25,22.98,29,2,1,1450.6,140,3
1777484335,37,35.00,9.83,189.21,100.71,189.21,30.38,29,3,2,1451.0,140,3
1777484336,37,30.06,14.33,71.67,56.83,71.67,13.82,26,4,0,1451.0,140,3
1777484337,36,35.07,8.25,129.08,113.83,129.08,26.42,29,6,2,1451.0,140,3
1777484338,38,30.65,9.25,55.75,49.67,55.75,12.43,30,1,0,1451.4,140,3
1777484339,40,28.66,8.50,59.33,56.58,59.33,12.49,28,4,0,1452.0,140,3
1777484340,38,39.96,7.12,403.12,50.75,403.12,61.03,27,2,1,1452.0,140,3
1777484341,40,30.17,13.04,120.12,46.79,120.12,17.24,29,1,1,1452.0,140,3
1777484342,39,37.26,10.33,152.25,65.75,152.25,22.76,32,7,1,1452.1,140,3
1777484343,38,34.39,9.67,147.21,145.25,147.21,28.28,30,2,2,1453.0,140,3
1777484344,40,28.20,8.33,89.42,50.21,89.42,13.40,29,2,0,1453.0,140,3
1777484345,39,28.40,7.62,58.21,49.54,58.21,11.61,27,1,0,1453.0,140,3
1777484346,39,32.76,12.00,150.79,110.21,150.79,25.11,30,3,2,1453.0,140,3
1777484347,38,31.91,11.50,123.70,88.87,123.70,21.21,27,4,1,1453.8,140,3
1777484348,38,29.61,9.29,74.92,51.83,74.92,13.40,28,4,0,1454.0,140,3
1777484349,38,25.33,8.62,71.25,49.29,71.25,11.45,28,1,0,1454.0,140,3
1777484350,38,32.44,7.75,72.42,56.58,72.42,12.75,32,4,0,1454.0,140,3
1777484351,39,26.14,13.37,50.46,47.58,50.46,9.17,28,1,0,1454.5,140,3
1777484352,38,33.25,10.58,123.00,79.71,123.00,19.35,30,3,1,1455.0,140,3
1777484353,39,36.97,11.46,192.66,168.21,192.66,36.22,28,6,2,1455.0,140,3
1777484354,39,31.59,13.83,55.50,54.33,55.50,11.61,30,2,0,1455.0,140,3
1777484355,39,35.04,14.75,124.96,67.29,124.96,19.46,32,6,1,1455.2,140,3
1777484356,39,34.02,9.83,103.25,94.46,103.25,22.72,27,5,1,1456.0,140,3
1777484357,40,36.35,12.17,176.87,122.04,176.87,31.88,30,5,2,1456.0,140,3
1777484358,38,28.24,11.92,55.04,46.25,55.04,9.93,31,1,0,1456.0,140,3
1777484359,39,31.22,8.92,117.50,77.37,117.50,18.58,33,3,1,1456.0,140,3
1777484360,39,37.23,7.50,155.21,91.62,155.21,25.45,30,8,1,1456.9,140,3
1777484361,37,25.92,6.54,52.83,48.46,52.83,11.02,24,1,0,1457.0,140,3
1777484362,37,33.14,8.08,141.33,67.92,141.33,21.58,31,2,1,1457.0,140,3
1777484363,37,33.99,7.12,158.12,63.79,158.12,24.52,27,5,1,1457.0,140,3
1777484364,39,36.66,8.21,372.49,60.71,372.49,55.61,29,3,1,1457.6,140,3
1777484365,39,32.75,6.75,150.41,89.42,150.41,24.08,28,5,1,1458.0,140,3
1777484366,39,31.89,7.29,91.00,82.71,91.00,17.55,30,4,0,1458.0,140,3
1777484367,39,33.08,9.42,129.04,67.33,129.04,21.05,30,7,1,1458.0,140,3
1777484368,39,27.09,6.33,54.54,50.17,54.54,11.58,28,2,0,1458.3,140,3
1777484369,38,31.62,10.92,256.91,47.79,256.91,38.06,26,1,1,1459.0,140,3
1777484370,40,35.63,12.87,285.25,72.37,285.25,41.86,31,4,1,1459.0,140,3
1777484371,37,32.40,9.58,141.79,61.87,141.79,22.11,26,5,1,1459.0,140,3
1777484372,38,39.34,9.04,259.95,124.00,259.95,42.56,28,5,2,1459.0,140,3
1777484373,38,25.92,7.33,87.87,65.92,87.87,15.47,24,3,0,1460.0,140,3
1777484374,38,27.81,7.54,54.12,51.29,54.12,10.84,26,2,0,1460.0,140,3
1777484375,38,31.88,11.29,100.25,53.00,100.25,16.29,28,5,1,1460.0,140,3
1777484376,39,34.15,6.88,123.66,90.62,123.66,25.51,26,6,1,1460.0,140,3
1777484377,39,30.33,11.04,98.12,62.96,98.12,16.18,28,3,0,1460.7,140,3
1777484378,38,29.22,7.67,74.25,53.75,74.25,12.01,30,2,0,1461.0,140,3
1777484379,38,31.01,9.79,78.37,71.46,78.37,15.23,30,3,0,1461.0,140,3
1777484380,39,28.17,8.96,79.79,55.00,79.79,13.74,29,2,0,1461.0,140,3
1777484381,38,38.57,7.17,344.24,162.58,344.24,55.80,25,3,2,1461.4,140,3
1777484382,37,43.70,13.75,409.28,86.25,409.28,62.70,28,4,1,1462.0,140,3
1777484383,38,37.11,9.08,123.87,95.92,123.87,21.23,32,4,1,1462.0,140,3
1777484384,39,35.06,15.00,94.67,83.62,94.67,16.26,34,4,0,1462.0,140,3
1777484385,39,32.17,12.08,94.67,70.58,94.67,16.41,29,4,0,1462.1,140,3
1777484386,39,38.02,7.79,119.91,113.41,119.91,23.75,35,4,2,1463.0,140,3
1777484387,38,39.45,17.12,156.16,95.46,156.16,24.92,35,5,1,1463.0,140,3
1777484388,40,28.76,11.46,56.33,48.96,56.33,10.59,30,1,0,1463.0,140,3
1777484389,39,29.53,12.25,86.79,50.50,86.79,13.16,30,2,0,1463.0,140,3
1777484390,37,34.56,9.21,121.00,84.21,121.00,21.27,25,4,1,1463.8,140,3
1777484391,39,26.41,4.62,59.04,44.87,59.04,9.87,29,1,0,1464.0,140,3
1777484392,39,33.27,12.17,135.62,110.21,135.62,24.27,31,4,2,1464.0,140,3
1777484393,38,26.77,10.75,68.37,54.04,68.37,13.05,23,2,0,1464.0,140,3
1777484394,36,34.29,8.75,148.58,74.21,148.58,24.48,29,6,1,1464.5,140,3
1777484395,36,40.11,10.67,194.91,98.21,194.91,31.86,30,7,1,1465.0,140,3
1777484396,38,33.31,10.42,265.25,51.17,265.25,39.56,27,3,1,1465.0,140,3
1777484397,37,31.57,10.04,142.62,103.00,142.62,26.75,23,4,2,1465.0,140,3
1777484398,39,29.48,9.38,99.04,49.25,99.04,16.71,25,1,0,1465.2,140,3
1777484399,38,27.61,6.54,97.54,65.08,97.54,17.18,21,3,0,1466.0,140,3
1777484400,38,29.74,14.29,81.17,49.75,81.17,12.27,31,1,0,1466.0,140,3
1777484401,38,93.33,7.67,2474.37,55.54,2474.37,391.65,27,6,1,1466.0,140,3
1777484402,38,28.74,8.71,54.71,49.33,54.71,12.04,27,1,0,1466.0,140,3
1777484403,38,43.23,10.83,223.62,196.29,223.62,50.51,26,5,4,1466.9,140,3
1777484404,38,34.67,6.62,265.49,66.00,265.49,39.87,30,4,1,1467.0,140,3
1777484405,38,35.80,9.25,144.16,110.96,144.16,25.29,31,4,2,1467.0,140,3
1777484406,38,35.80,12.38,192.16,176.08,192.16,36.36,29,5,2,1467.0,140,3
1777484407,37,27.79,12.62,50.37,45.79,50.37,8.82,31,1,0,1467.6,140,3
1777484408,40,34.09,3.71,182.21,89.46,182.21,30.06,27,5,1,1468.0,140,3
1777484409,39,27.86,7.17,147.46,54.21,147.46,21.99,24,2,1,1468.0,140,3
1777484410,39,30.16,10.29,70.46,50.21,70.46,11.57,30,2,0,1468.0,140,3
1777484411,39,29.19,10.17,118.42,53.12,118.42,18.05,27,2,1,1468.3,140,3
1777484412,38,36.15,10.29,262.04,63.87,262.04,39.70,26,5,1,1469.0,140,3
1777484413,38,28.87,13.58,123.21,45.21,123.21,17.24,30,1,1,1469.0,140,3
1777484414,37,34.27,7.71,312.62,75.33,312.62,48.00,27,2,1,1469.0,140,3
1777484415,38,37.66,8.79,189.71,121.21,189.71,32.65,29,7,2,1469.1,140,3
1777484416,38,28.32,8.67,55.41,53.37,55.41,11.24,27,2,0,1470.0,140,3
1777484417,37,30.96,7.96,131.33,93.08,131.33,23.27,26,5,1,1470.0,140,3
1777484418,42,31.23,9.92,168.41,46.08,168.41,23.49,36,2,1,1470.0,140,3
1777484419,44,27.90,12.46,75.00,71.46,75.00,14.88,28,4,0,1470.0,140,3
1777484420,43,22.68,8.62,40.04,32.58,40.04,6.41,26,0,0,1470.7,140,3
1777484421,42,23.23,11.92,83.75,38.54,83.75,12.04,22,1,0,1471.0,140,3
1777484422,42,38.44,11.12,440.91,58.75,440.91,64.01,31,4,1,1471.0,140,3
1777484423,42,22.71,13.79,51.87,39.29,51.87,7.97,24,1,0,1471.0,140,3
1777484424,43,24.13,10.04,94.33,40.67,94.33,13.16,22,1,0,1471.5,140,3
1777484425,42,31.06,9.83,117.25,76.37,117.25,20.43,33,3,1,1472.0,140,3
1777484426,44,59.11,7.96,1530.22,74.87,1530.22,225.19,19,3,2,1472.0,140,3
1777484427,44,22.12,8.92,52.58,30.71,52.58,7.53,23,1,0,1472.0,140,3
1777484428,42,23.42,9.00,46.21,34.88,46.21,7.85,29,0,0,1472.1,140,3
1777484429,44,27.83,10.83,92.67,53.67,92.67,14.83,30,3,0,1473.0,140,3
1777484430,44,23.86,8.79,92.46,36.67,92.46,12.39,24,1,0,1473.0,140,3
1777484431,42,26.12,11.29,64.21,40.54,64.21,9.49,27,1,0,1473.0,140,3
1777484432,43,24.19,10.08,37.71,34.96,37.71,6.36,27,0,0,1473.0,140,3
1777484433,43,28.91,14.25,79.29,49.87,79.29,12.63,30,2,0,1473.9,140,3
1777484434,43,25.24,8.00,112.33,41.67,112.33,15.07,28,1,1,1474.0,140,3
1777484435,43,30.71,8.29,147.66,100.71,147.66,26.77,25,5,3,1474.0,140,3
1777484436,42,29.49,11.29,152.54,42.67,152.54,20.98,33,2,1,1474.0,140,3
1777484437,43,26.57,11.96,97.29,45.71,97.29,14.94,24,1,0,1474.6,140,3
1777484438,42,26.72,7.21,120.04,56.04,120.04,18.06,27,3,1,1475.0,140,3
1777484439,43,25.13,9.21,96.50,36.00,96.50,13.07,25,1,0,1475.0,140,3
1777484440,43,25.57,8.62,60.08,52.29,60.08,10.80,26,3,0,1475.0,140,3
1777484441,42,23.05,7.67,53.37,43.04,53.37,9.67,20,1,0,1475.3,140,3
1777484442,43,27.21,9.46,91.12,42.92,91.12,12.81,30,1,0,1476.0,140,3
1777484443,43,30.74,8.92,234.83,49.04,234.83,32.89,29,2,1,1476.0,140,3
1777484444,43,25.81,8.62,53.00,45.79,53.00,9.64,30,1,0,1476.0,140,3
1777484445,42,25.78,9.25,45.92,41.62,45.92,9.86,28,0,0,1476.0,140,3
1777484446,43,26.44,7.58,139.08,42.04,139.08,18.81,31,1,1,1477.0,140,3
1777484447,42,27.67,13.25,121.87,52.50,121.87,19.84,23,3,1,1477.0,140,3
1777484448,43,29.54,8.50,147.54,47.96,147.54,20.73,31,2,1,1477.0,140,3
1777484449,43,26.93,9.96,62.91,49.37,62.91,10.43,32,2,0,1477.0,140,3
1777484450,42,25.92,12.83,91.17,45.00,91.17,12.96,26,2,0,1477.7,140,3
1777484451,42,27.31,10.33,53.66,43.08,53.66,9.94,30,1,0,1478.0,140,3
1777484452,42,27.15,9.75,204.91,35.54,204.91,28.69,25,1,1,1478.0,140,3
1777484453,44,29.05,8.96,107.04,52.83,107.04,18.58,26,4,1,1478.0,140,3
1777484454,42,26.15,15.92,87.75,46.58,87.75,14.58,27,2,0,1478.4,140,3
1777484455,44,25.02,9.12,87.71,67.75,87.71,15.25,22,3,0,1479.0,140,3
1777484456,43,26.98,10.04,137.71,72.79,137.71,22.80,25,3,2,1479.0,140,3
1777484457,43,47.83,12.88,1041.27,32.58,1041.27,153.53,30,2,1,1479.0,140,3
1777484458,43,23.55,7.83,110.83,35.12,110.83,15.58,22,2,1,1479.1,140,3
1777484459,44,26.03,8.33,92.67,44.79,92.67,14.87,27,2,0,1480.0,140,3
1777484460,42,23.26,9.08,67.75,35.00,67.75,9.18,23,1,0,1480.0,140,3
1777484461,42,26.93,8.04,59.25,47.42,59.25,10.99,30,1,0,1480.0,140,3
1777484462,43,24.54,9.62,48.29,41.62,48.29,9.27,27,0,0,1480.0,140,3
1777484463,42,24.83,10.50,146.54,33.00,146.54,20.03,24,1,1,1480.8,140,3
1777484464,42,26.46,14.96,72.67,39.25,72.67,9.02,35,1,0,1481.0,140,3
1777484465,43,23.52,10.00,48.00,33.58,48.00,7.69,29,0,0,1481.0,140,3
1777484466,41,23.60,8.38,42.50,36.96,42.50,7.38,28,0,0,1481.0,140,3
1777484467,44,25.55,12.79,109.50,42.37,109.50,15.02,26,2,1,1481.5,140,3
1777484468,42,28.90,8.75,144.54,50.50,144.54,20.64,30,3,1,1482.0,140,3
1777484469,43,26.63,9.38,124.21,41.12,124.21,17.17,27,2,1,1482.0,140,3
1777484470,43,25.79,9.46,48.50,45.25,48.50,9.43,29,0,0,1482.0,140,3
1777484471,42,22.78,7.88,61.17,35.17,61.17,9.88,21,2,0,1482.2,140,3
1777484472,41,27.03,13.83,114.17,50.67,114.17,16.43,25,3,1,1483.0,140,3
1777484473,43,28.08,7.83,164.66,40.83,164.66,22.43,31,1,1,1483.0,140,3
1777484474,43,28.56,12.00,106.75,61.29,106.75,16.84,28,3,1,1483.0,140,3
1777484475,42,25.96,9.04,66.08,45.87,66.08,11.96,25,1,0,1483.0,140,3
1777484476,43,64.20,12.42,1721.88,48.25,1721.88,255.98,25,2,1,1483.9,140,3
1777484477,43,27.77,7.71,71.08,47.71,71.08,11.45,36,2,0,1484.0,140,3
1777484478,43,23.80,9.83,75.92,51.33,75.92,12.84,20,3,0,1484.0,140,3
1777484479,42,26.42,8.33,172.91,34.42,172.91,25.21,21,2,1,1484.0,140,3
1777484480,43,24.77,8.08,57.21,36.12,57.21,8.26,32,1,0,1484.6,140,3
1777484481,43,23.89,6.46,84.17,46.33,84.17,13.17,22,1,0,1485.0,140,3
1777484482,43,26.24,9.33,148.08,33.96,148.08,19.72,31,1,1,1485.0,140,3
1777484483,43,24.00,12.17,64.71,34.29,64.71,8.73,29,1,0,1485.0,140,3
1777484484,43,25.41,8.29,68.17,46.33,68.17,10.71,29,1,0,1485.3,140,3
1777484485,42,24.05,13.58,44.25,31.71,44.25,6.42,27,0,0,1486.0,140,3
1777484486,43,27.41,8.75,71.87,52.67,71.87,12.47,30,3,0,1486.0,140,3
1777484487,42,24.02,7.29,47.50,41.96,47.50,8.52,25,0,0,1486.0,140,3
1777484488,44,26.38,9.75,71.71,47.58,71.71,10.64,29,1,0,1486.0,140,3
1777484489,42,39.64,9.08,713.53,46.00,713.53,105.65,24,1,1,1487.0,140,3
1777484490,43,24.62,7.92,42.87,41.62,42.87,9.27,27,0,0,1487.0,140,3
1777484491,44,25.85,10.75,71.04,39.79,71.04,10.01,33,1,0,1487.0,140,3
1777484492,41,27.85,8.33,66.54,41.50,66.54,11.13,31,2,0,1487.0,140,3
1777484493,43,22.90,10.46,102.25,37.83,102.25,14.33,17,1,1,1487.7,140,3
1777484494,42,26.67,9.42,81.33,41.66,81.33,11.55,31,1,0,1488.0,140,3
1777484495,43,36.25,13.62,485.37,41.79,485.37,69.80,26,2,1,1488.0,140,3
1777484496,43,24.89,7.79,56.29,39.04,56.29,9.34,27,1,0,1488.0,140,3
1777484497,43,26.02,9.42,51.12,41.33,51.12,9.07,31,1,0,1488.4,140,3
1777484498,44,24.53,12.75,117.29,31.75,117.29,16.34,24,2,1,1489.0,140,3
1777484499,43,24.97,15.04,41.79,32.83,41.79,5.84,31,0,0,1489.0,140,3
1777484500,43,25.50,8.29,85.54,38.04,85.54,12.12,30,1,0,1489.0,140,3
1777484501,42,21.83,9.46,81.25,37.62,81.25,11.95,18,1,0,1489.1,140,3
1777484502,42,28.68,9.79,158.87,47.75,158.87,22.30,32,1,1,1490.0,140,3
1777484503,42,27.55,9.83,160.04,42.79,160.04,25.58,24,2,2,1490.0,140,3
1777484504,42,22.64,5.50,75.75,34.46,75.75,10.85,23,1,0,1490.0,140,3
1777484505,43,27.34,9.08,61.00,55.33,61.00,11.75,31,4,0,1490.0,140,3
1777484506,42,24.22,14.62,60.16,35.62,60.16,8.12,22,1,0,1490.9,140,3
1777484507,42,25.41,8.88,88.79,41.54,88.79,12.58,23,1,0,1491.0,140,3
1777484508,42,23.74,12.33,145.91,36.33,145.91,20.09,19,1,1,1491.0,140,3
1777484509,43,24.42,9.29,84.87,37.21,84.87,11.90,26,1,0,1491.0,140,3
